10 ; 0.3 ; heuristic
10 ; 0.3 ; heuristic
10 ; 0.3 ; heuristic
10 ; 0.2 ; heuristic
10 ; 0.4 ; heuristic
10 ; 0.4 ; heuristic
10 ; 0.5 ; heuristic
10 ; 0.3 ; heuristic
10 ; 0.2 ; heuristic
10 ; 0.2 ; heuristic
20 ; 0.25 ; heuristic
20 ; 0.15 ; heuristic
20 ; 0.25 ; heuristic
20 ; 0.1 ; heuristic
20 ; 0.3 ; heuristic
20 ; 0.3 ; heuristic
20 ; 0.35 ; heuristic
20 ; 0.15 ; heuristic
20 ; 0.05 ; heuristic
20 ; 0.45 ; heuristic
30 ; 0.166667 ; heuristic
30 ; 0.1 ; heuristic
30 ; 0.1 ; heuristic
30 ; 0.0666667 ; heuristic
30 ; 0.233333 ; heuristic
30 ; 0.2 ; heuristic
30 ; 0.233333 ; heuristic
30 ; 0.133333 ; heuristic
30 ; 0.0333333 ; heuristic
30 ; 0.166667 ; heuristic
40 ; 0.125 ; heuristic
40 ; 0.075 ; heuristic
40 ; 0.025 ; heuristic
40 ; 0.05 ; heuristic
40 ; 0.15 ; heuristic
40 ; 0.1 ; heuristic
40 ; 0.175 ; heuristic
40 ; 0.075 ; heuristic
40 ; 0.025 ; heuristic
40 ; 0.075 ; heuristic
50 ; 0.04 ; heuristic
50 ; 0.02 ; heuristic
50 ; 0.06 ; heuristic
50 ; 0.06 ; heuristic
50 ; 0.14 ; heuristic
50 ; 0.12 ; heuristic
50 ; 0.14 ; heuristic
50 ; 0.06 ; heuristic
50 ; 0.02 ; heuristic
50 ; 0.1 ; heuristic
60 ; 0.0833333 ; heuristic
60 ; 0.05 ; heuristic
60 ; 0.0166667 ; heuristic
60 ; 0.0333333 ; heuristic
60 ; 0.1 ; heuristic
60 ; 0.1 ; heuristic
60 ; 0.116667 ; heuristic
60 ; 0.05 ; heuristic
60 ; 0.0166667 ; heuristic
60 ; 0.166667 ; heuristic
